Tank_Number,Cycle_Number,Collected,Reef,Temperature,Ramp_Started_Day_1,Colony_Number,Day,Score,Scorer_1,Scorer_2,Scorer_3,Notes,Notes2
10,11,8/9/18,50,35,,48,0,M,BHC,NSW,,,
10,11,8/9/18,50,35,,48,1,T,BHC,NSW,,,
10,11,8/9/18,50,35,,48,2,T,BHC,NSW,,,
6,11,8/9/18,50,30,,49,0,V,BHC,NSW,,,
6,11,8/9/18,50,30,,49,1,V,BHC,NSW,,,
6,11,8/9/18,50,30,,49,2,V,BHC,NSW,,,
7,11,8/9/18,50,30,,49,0,M,BHC,NSW,,,
7,11,8/9/18,50,30,,49,1,V,BHC,NSW,,,
7,11,8/9/18,50,30,,49,2,M,BHC,NSW,,,
8,11,8/9/18,50,34,,49,0,V,BHC,NSW,,,
8,11,8/9/18,50,34,,49,1,S,BHC,NSW,,,
8,11,8/9/18,50,34,,49,2,T,BHC,NSW,,,
9,11,8/9/18,50,34.5,,49,0,V,BHC,NSW,,,
9,11,8/9/18,50,34.5,,49,1,S,BHC,NSW,,,
9,11,8/9/18,50,34.5,,49,2,T,BHC,NSW,,,
10,11,8/9/18,50,35,,49,0,M,BHC,NSW,,,
10,11,8/9/18,50,35,,49,1,S,BHC,NSW,,,
10,11,8/9/18,50,35,,49,2,T,BHC,NSW,,,
6,11,8/9/18,50,30,,50,0,V,BHC,NSW,,,
6,11,8/9/18,50,30,,50,1,V,BHC,NSW,,,
6,11,8/9/18,50,30,,50,2,V,BHC,NSW,,,
7,11,8/9/18,50,30,,50,0,V,BHC,NSW,,,
7,11,8/9/18,50,30,,50,1,V,BHC,NSW,,,
7,11,8/9/18,50,30,,50,2,V,BHC,NSW,,,
8,11,8/9/18,50,34,,50,0,V,BHC,NSW,,,
8,11,8/9/18,50,34,,50,1,M,BHC,NSW,,,
8,11,8/9/18,50,34,,50,2,S,BHC,NSW,,,
9,11,8/9/18,50,34.5,,50,0,V,BHC,NSW,,,
9,11,8/9/18,50,34.5,,50,1,M,BHC,NSW,,,
9,11,8/9/18,50,34.5,,50,2,M,BHC,NSW,,,
10,11,8/9/18,50,35,,50,0,V,BHC,NSW,,,
10,11,8/9/18,50,35,,50,1,S,BHC,NSW,,,
10,11,8/9/18,50,35,,50,2,S,BHC,NSW,,,
1,11,8/9/18,51,30,,161,0,N,VN,CAH,,,
1,11,8/9/18,51,30,,161,1,V,BHC,NSW,,,
1,11,8/9/18,51,30,,161,2,V,BHC,NSW,,,
2,11,8/9/18,51,30,,161,0,N,VN,CAH,,,
2,11,8/9/18,51,30,,161,1,V,BHC,NSW,,,
2,11,8/9/18,51,30,,161,2,M,BHC,NSW,,,
3,11,8/9/18,51,34,,161,0,N,VN,CAH,,,
3,11,8/9/18,51,34,,161,1,S,BHC,NSW,,,
3,11,8/9/18,51,34,,161,2,T,BHC,NSW,,,
4,11,8/9/18,51,34.5,,161,0,V,VN,CAH,,,
4,11,8/9/18,51,34.5,,161,1,T,BHC,NSW,,,
4,11,8/9/18,51,34.5,,161,2,T,BHC,NSW,,,
5,11,8/9/18,51,35,,161,0,N,VN,CAH,,,
5,11,8/9/18,51,35,,161,1,S,BHC,NSW,,,
5,11,8/9/18,51,35,,161,2,T,BHC,NSW,,,
1,11,8/9/18,51,30,,162,0,N,VN,CAH,,,
1,11,8/9/18,51,30,,162,1,V,BHC,NSW,,,
1,11,8/9/18,51,30,,162,2,V,BHC,NSW,,,
2,11,8/9/18,51,30,,162,0,N,VN,CAH,,,
2,11,8/9/18,51,30,,162,1,N,BHC,NSW,,,
2,11,8/9/18,51,30,,162,2,V,BHC,NSW,,,
3,11,8/9/18,51,34,,162,0,N,VN,CAH,,,
3,11,8/9/18,51,34,,162,1,M,BHC,NSW,,,
3,11,8/9/18,51,34,,162,2,T,BHC,NSW,,,
4,11,8/9/18,51,34.5,,162,0,V,VN,CAH,,,
4,11,8/9/18,51,34.5,,162,1,T,BHC,NSW,,,
4,11,8/9/18,51,34.5,,162,2,T,BHC,NSW,,,
5,11,8/9/18,51,35,,162,0,N,VN,CAH,,,
5,11,8/9/18,51,35,,162,1,T,BHC,NSW,,,
5,11,8/9/18,51,35,,162,2,T,BHC,NSW,,,
1,11,8/9/18,51,30,,163,0,N,VN,CAH,,,
1,11,8/9/18,51,30,,163,1,N,BHC,NSW,,,
1,11,8/9/18,51,30,,163,2,V,BHC,NSW,,,
2,11,8/9/18,51,30,,163,0,N,VN,CAH,,,
2,11,8/9/18,51,30,,163,1,V,BHC,NSW,,,
2,11,8/9/18,51,30,,163,2,V,BHC,NSW,,,
3,11,8/9/18,51,34,,163,0,N,VN,CAH,,,
3,11,8/9/18,51,34,,163,1,M,BHC,NSW,,,
3,11,8/9/18,51,34,,163,2,M,BHC,NSW,,,
4,11,8/9/18,51,34.5,,163,0,N,VN,CAH,,,
4,11,8/9/18,51,34.5,,163,1,M,BHC,NSW,,,
4,11,8/9/18,51,34.5,,163,2,S,BHC,NSW,,,
5,11,8/9/18,51,35,,163,0,N,VN,CAH,,,
5,11,8/9/18,51,35,,163,1,S,BHC,NSW,,,
5,11,8/9/18,51,35,,163,2,T,BHC,NSW,,,
1,11,8/9/18,51,30,,164,0,N,VN,CAH,,,
1,11,8/9/18,51,30,,164,1,V,BHC,NSW,,,
1,11,8/9/18,51,30,,164,2,V,BHC,NSW,,,
2,11,8/9/18,51,30,,164,0,N,VN,CAH,,,
2,11,8/9/18,51,30,,164,1,N,BHC,NSW,,,
2,11,8/9/18,51,30,,164,2,V,BHC,NSW,,,
3,11,8/9/18,51,34,,164,0,N,VN,CAH,,,
3,11,8/9/18,51,34,,164,1,V,BHC,NSW,,,
3,11,8/9/18,51,34,,164,2,V,BHC,NSW,,,
4,11,8/9/18,51,34.5,,164,0,N,VN,CAH,,,
4,11,8/9/18,51,34.5,,164,1,M,BHC,NSW,,,
4,11,8/9/18,51,34.5,,164,2,M,BHC,NSW,,,
5,11,8/9/18,51,35,,164,0,N,VN,CAH,,,
5,11,8/9/18,51,35,,164,1,S,BHC,NSW,,,
5,11,8/9/18,51,35,,164,2,T,BHC,NSW,,,
1,11,8/9/18,51,30,,165,0,N,VN,CAH,,,
1,11,8/9/18,51,30,,165,1,V,BHC,NSW,,,
1,11,8/9/18,51,30,,165,2,V,BHC,NSW,,,
2,11,8/9/18,51,30,,165,0,N,VN,CAH,,,
2,11,8/9/18,51,30,,165,1,V,BHC,NSW,,,
2,11,8/9/18,51,30,,165,2,V,BHC,NSW,,,
3,11,8/9/18,51,34,,165,0,N,VN,CAH,,,
3,11,8/9/18,51,34,,165,1,V,BHC,NSW,,,
3,11,8/9/18,51,34,,165,2,V,BHC,NSW,,,
4,11,8/9/18,51,34.5,,165,0,N,VN,CAH,,,
4,11,8/9/18,51,34.5,,165,1,V,BHC,NSW,,,
4,11,8/9/18,51,34.5,,165,2,V,BHC,NSW,,,
5,11,8/9/18,51,35,,165,0,N,VN,CAH,,,
5,11,8/9/18,51,35,,165,1,V,BHC,NSW,,,
5,11,8/9/18,51,35,,165,2,M,BHC,NSW,,,
6,11,8/9/18,51,30,,166,0,V,BHC,NSW,,,
6,11,8/9/18,51,30,,166,1,V,BHC,NSW,,,
6,11,8/9/18,51,30,,166,2,V,BHC,NSW,,,
7,11,8/9/18,51,30,,166,0,V,BHC,NSW,,,
7,11,8/9/18,51,30,,166,1,N,BHC,NSW,,,
7,11,8/9/18,51,30,,166,2,V,BHC,NSW,,,
8,11,8/9/18,51,34,,166,0,V,BHC,NSW,,,
8,11,8/9/18,51,34,,166,1,M,BHC,NSW,,,
8,11,8/9/18,51,34,,166,2,M,BHC,NSW,,,
9,11,8/9/18,51,34.5,,166,0,V,BHC,NSW,,,
9,11,8/9/18,51,34.5,,166,1,M,BHC,NSW,,,
9,11,8/9/18,51,34.5,,166,2,M,BHC,NSW,,,
10,11,8/9/18,51,35,,166,0,M,BHC,NSW,,,
10,11,8/9/18,51,35,,166,1,T,BHC,NSW,,,
10,11,8/9/18,51,35,,166,2,T,BHC,NSW,,,
6,11,8/9/18,51,30,,167,0,M,BHC,NSW,,,
6,11,8/9/18,51,30,,167,1,M,BHC,NSW,,,
6,11,8/9/18,51,30,,167,2,M,BHC,NSW,,,
7,11,8/9/18,51,30,,167,0,V,BHC,NSW,,,
7,11,8/9/18,51,30,,167,1,V,BHC,NSW,,,
7,11,8/9/18,51,30,,167,2,V,BHC,NSW,,,
8,11,8/9/18,51,34,,167,0,M,BHC,NSW,,,
8,11,8/9/18,51,34,,167,1,M,BHC,NSW,,,
8,11,8/9/18,51,34,,167,2,M,BHC,NSW,,,
9,11,8/9/18,51,34.5,,167,0,V,BHC,NSW,,,
9,11,8/9/18,51,34.5,,167,1,M,BHC,NSW,,,
9,11,8/9/18,51,34.5,,167,2,M,BHC,NSW,,,
10,11,8/9/18,51,35,,167,0,V,BHC,NSW,,,
10,11,8/9/18,51,35,,167,1,S,BHC,NSW,,,
10,11,8/9/18,51,35,,167,2,T,BHC,NSW,,,
6,11,8/9/18,51,30,,168,0,V,BHC,NSW,,,
6,11,8/9/18,51,30,,168,1,V,BHC,NSW,,,
6,11,8/9/18,51,30,,168,2,V,BHC,NSW,,,
7,11,8/9/18,51,30,,168,0,V,BHC,NSW,,,
7,11,8/9/18,51,30,,168,1,V,BHC,NSW,,,
7,11,8/9/18,51,30,,168,2,V,BHC,NSW,,,
8,11,8/9/18,51,34,,168,0,V,BHC,NSW,,,
8,11,8/9/18,51,34,,168,1,S,BHC,NSW,,,
8,11,8/9/18,51,34,,168,2,T,BHC,NSW,,,
9,11,8/9/18,51,34.5,,168,0,V,BHC,NSW,,,
9,11,8/9/18,51,34.5,,168,1,S,BHC,NSW,,,
9,11,8/9/18,51,34.5,,168,2,T,BHC,NSW,,,
10,11,8/9/18,51,35,,168,0,M,BHC,NSW,,,
10,11,8/9/18,51,35,,168,1,T,BHC,NSW,,,
10,11,8/9/18,51,35,,168,2,T,BHC,NSW,,,
6,11,8/9/18,51,30,,169,0,M,BHC,NSW,,,
6,11,8/9/18,51,30,,169,1,M,BHC,NSW,,,
6,11,8/9/18,51,30,,169,2,M,BHC,NSW,,,
7,11,8/9/18,51,30,,169,0,M,BHC,NSW,,,
7,11,8/9/18,51,30,,169,1,V,BHC,NSW,,,
7,11,8/9/18,51,30,,169,2,S,BHC,NSW,,,
8,11,8/9/18,51,34,,169,0,M,BHC,NSW,,,
8,11,8/9/18,51,34,,169,1,S,BHC,NSW,,,
8,11,8/9/18,51,34,,169,2,T,BHC,NSW,,,
9,11,8/9/18,51,34.5,,169,0,M,BHC,NSW,,,
9,11,8/9/18,51,34.5,,169,1,S,BHC,NSW,,,
9,11,8/9/18,51,34.5,,169,2,T,BHC,NSW,,,
10,11,8/9/18,51,35,,169,0,M,BHC,NSW,,,
10,11,8/9/18,51,35,,169,1,S,BHC,NSW,,,
10,11,8/9/18,51,35,,169,2,T,BHC,NSW,,,
6,11,8/9/18,51,30,,170,0,V,BHC,NSW,,,
6,11,8/9/18,51,30,,170,1,M,BHC,NSW,,,
6,11,8/9/18,51,30,,170,2,M,BHC,NSW,,,
7,11,8/9/18,51,30,,170,0,M,BHC,NSW,,,
7,11,8/9/18,51,30,,170,1,V,BHC,NSW,,,
7,11,8/9/18,51,30,,170,2,M,BHC,NSW,,,
8,11,8/9/18,51,34,,170,0,V,BHC,NSW,,,
8,11,8/9/18,51,34,,170,1,V,BHC,NSW,,,
8,11,8/9/18,51,34,,170,2,M,BHC,NSW,,,
9,11,8/9/18,51,34.5,,170,0,M,BHC,NSW,,,
9,11,8/9/18,51,34.5,,170,1,M,BHC,NSW,,,
9,11,8/9/18,51,34.5,,170,2,S,BHC,NSW,,,
10,11,8/9/18,51,35,,170,0,V,BHC,NSW,,,
10,11,8/9/18,51,35,,170,1,S,BHC,NSW,,,
10,11,8/9/18,51,35,,170,2,T,BHC,NSW,,,
1,11,8/9/18,52,30,,171,0,V,VN,CAH,,,
1,11,8/9/18,52,30,,171,1,V,BHC,NSW,,,
1,11,8/9/18,52,30,,171,2,V,BHC,NSW,,,
2,11,8/9/18,52,30,,171,0,N,VN,CAH,,,
2,11,8/9/18,52,30,,171,1,V,BHC,NSW,,,
2,11,8/9/18,52,30,,171,2,M,BHC,NSW,,,
3,11,8/9/18,52,34,,171,0,V,VN,CAH,,,
3,11,8/9/18,52,34,,171,1,M,BHC,NSW,,,
3,11,8/9/18,52,34,,171,2,M,BHC,NSW,,,
4,11,8/9/18,52,34.5,,171,0,V,VN,CAH,,,
4,11,8/9/18,52,34.5,,171,1,M,BHC,NSW,,,
4,11,8/9/18,52,34.5,,171,2,M,BHC,NSW,,,
5,11,8/9/18,52,35,,171,0,N,VN,CAH,,,
5,11,8/9/18,52,35,,171,1,S,BHC,NSW,,,
5,11,8/9/18,52,35,,171,2,S,BHC,NSW,,,
1,11,8/9/18,52,30,,172,0,V,VN,CAH,,,
1,11,8/9/18,52,30,,172,1,M,BHC,NSW,,,
1,11,8/9/18,52,30,,172,2,M,BHC,NSW,,,
2,11,8/9/18,52,30,,172,0,V,VN,CAH,,,
2,11,8/9/18,52,30,,172,1,S,BHC,NSW,,,
2,11,8/9/18,52,30,,172,2,S,BHC,NSW,,,
3,11,8/9/18,52,34,,172,0,V,VN,CAH,,,
3,11,8/9/18,52,34,,172,1,M,BHC,NSW,,,
3,11,8/9/18,52,34,,172,2,M,BHC,NSW,,,
4,11,8/9/18,52,34.5,,172,0,V,VN,CAH,,,
4,11,8/9/18,52,34.5,,172,1,S,BHC,NSW,,,
4,11,8/9/18,52,34.5,,172,2,S,BHC,NSW,,,
5,11,8/9/18,52,35,,172,0,V,VN,CAH,,,
5,11,8/9/18,52,35,,172,1,S,BHC,NSW,,,
5,11,8/9/18,52,35,,172,2,T,BHC,NSW,,,
1,11,8/9/18,52,30,,173,0,V,VN,CAH,,,
1,11,8/9/18,52,30,,173,1,M,BHC,NSW,,,
1,11,8/9/18,52,30,,173,2,M,BHC,NSW,,,
2,11,8/9/18,52,30,,173,0,M,VN,CAH,,,
2,11,8/9/18,52,30,,173,1,M,BHC,NSW,,,
2,11,8/9/18,52,30,,173,2,S,BHC,NSW,,,
3,11,8/9/18,52,34,,173,0,V,VN,CAH,,,
3,11,8/9/18,52,34,,173,1,S,BHC,NSW,,,
3,11,8/9/18,52,34,,173,2,S,BHC,NSW,,,
4,11,8/9/18,52,34.5,,173,0,V,VN,CAH,,,
4,11,8/9/18,52,34.5,,173,1,T,BHC,NSW,,,
4,11,8/9/18,52,34.5,,173,2,T,BHC,NSW,,,
5,11,8/9/18,52,35,,173,0,V,VN,CAH,,,
5,11,8/9/18,52,35,,173,1,S,BHC,NSW,,,
5,11,8/9/18,52,35,,173,2,T,BHC,NSW,,,
1,11,8/9/18,52,30,,174,0,N,VN,CAH,,,
1,11,8/9/18,52,30,,174,1,M,BHC,NSW,,,
1,11,8/9/18,52,30,,174,2,M,BHC,NSW,,,
2,11,8/9/18,52,30,,174,0,M,VN,CAH,,,
2,11,8/9/18,52,30,,174,1,M,BHC,NSW,,,
2,11,8/9/18,52,30,,174,2,S,BHC,NSW,,,
3,11,8/9/18,52,34,,174,0,V,VN,CAH,,,
3,11,8/9/18,52,34,,174,1,S,BHC,NSW,,,
3,11,8/9/18,52,34,,174,2,S,BHC,NSW,,,
4,11,8/9/18,52,34.5,,174,0,V,VN,CAH,,,
4,11,8/9/18,52,34.5,,174,1,S,BHC,NSW,,,
4,11,8/9/18,52,34.5,,174,2,S,BHC,NSW,,,
5,11,8/9/18,52,35,,174,0,M,VN,CAH,,,
5,11,8/9/18,52,35,,174,1,S,BHC,NSW,,,
5,11,8/9/18,52,35,,174,2,T,BHC,NSW,,,
1,11,8/9/18,52,30,,175,0,V,VN,CAH,,,
1,11,8/9/18,52,30,,175,1,M,BHC,NSW,,,
1,11,8/9/18,52,30,,175,2,M,BHC,NSW,,,
2,11,8/9/18,52,30,,175,0,N,VN,CAH,,,
2,11,8/9/18,52,30,,175,1,V,BHC,NSW,,,
2,11,8/9/18,52,30,,175,2,V,BHC,NSW,,,
3,11,8/9/18,52,34,,175,0,V,VN,CAH,,,
3,11,8/9/18,52,34,,175,1,S,BHC,NSW,,,
3,11,8/9/18,52,34,,175,2,T,BHC,NSW,,,
4,11,8/9/18,52,34.5,,175,0,S,VN,CAH,,,
4,11,8/9/18,52,34.5,,175,1,T,BHC,NSW,,,
4,11,8/9/18,52,34.5,,175,2,T,BHC,NSW,,,
5,11,8/9/18,52,35,,175,0,V,VN,CAH,,,
5,11,8/9/18,52,35,,175,1,T,BHC,NSW,,,
5,11,8/9/18,52,35,,175,2,T,BHC,NSW,,,
6,11,8/9/18,52,30,,176,0,V,BHC,NSW,,,
6,11,8/9/18,52,30,,176,1,V,BHC,NSW,,,
6,11,8/9/18,52,30,,176,2,V,BHC,NSW,,,
7,11,8/9/18,52,30,,176,0,V,BHC,NSW,,,
7,11,8/9/18,52,30,,176,1,V,BHC,NSW,,,
7,11,8/9/18,52,30,,176,2,V,BHC,NSW,,,
8,11,8/9/18,52,34,,176,0,V,BHC,NSW,,,
8,11,8/9/18,52,34,,176,1,V,BHC,NSW,,,
8,11,8/9/18,52,34,,176,2,V,BHC,NSW,,,
9,11,8/9/18,52,34.5,,176,0,M,BHC,NSW,,,
9,11,8/9/18,52,34.5,,176,1,M,BHC,NSW,,,
9,11,8/9/18,52,34.5,,176,2,M,BHC,NSW,,,
10,11,8/9/18,52,35,,176,0,M,BHC,NSW,,,
10,11,8/9/18,52,35,,176,1,S,BHC,NSW,,,
10,11,8/9/18,52,35,,176,2,T,BHC,NSW,,,
6,11,8/9/18,52,30,,177,0,V,BHC,NSW,,,
6,11,8/9/18,52,30,,177,1,V,BHC,NSW,,,
6,11,8/9/18,52,30,,177,2,M,BHC,NSW,,,
7,11,8/9/18,52,30,,177,0,V,BHC,NSW,,,
7,11,8/9/18,52,30,,177,1,V,BHC,NSW,,,
7,11,8/9/18,52,30,,177,2,V,BHC,NSW,,,
8,11,8/9/18,52,34,,177,0,M,BHC,NSW,,,
8,11,8/9/18,52,34,,177,1,V,BHC,NSW,,,
8,11,8/9/18,52,34,,177,2,V,BHC,NSW,,,
9,11,8/9/18,52,34.5,,177,0,M,BHC,NSW,,,
9,11,8/9/18,52,34.5,,177,1,M,BHC,NSW,,,
9,11,8/9/18,52,34.5,,177,2,M,BHC,NSW,,,
10,11,8/9/18,52,35,,177,0,M,BHC,NSW,,,
10,11,8/9/18,52,35,,177,1,T,BHC,NSW,,,
10,11,8/9/18,52,35,,177,2,T,BHC,NSW,,,
6,11,8/9/18,52,30,,178,0,N,BHC,NSW,,,
6,11,8/9/18,52,30,,178,1,N,BHC,NSW,,,
6,11,8/9/18,52,30,,178,2,V,BHC,NSW,,,
7,11,8/9/18,52,30,,178,0,V,BHC,NSW,,,
7,11,8/9/18,52,30,,178,1,V,BHC,NSW,,,
7,11,8/9/18,52,30,,178,2,V,BHC,NSW,,,
8,11,8/9/18,52,34,,178,0,V,BHC,NSW,,,
8,11,8/9/18,52,34,,178,1,V,BHC,NSW,,,
8,11,8/9/18,52,34,,178,2,S,BHC,NSW,,,
9,11,8/9/18,52,34.5,,178,0,V,BHC,NSW,,,
9,11,8/9/18,52,34.5,,178,1,V,BHC,NSW,,,
9,11,8/9/18,52,34.5,,178,2,V,BHC,NSW,,,
10,11,8/9/18,52,35,,178,0,M,BHC,NSW,,,
10,11,8/9/18,52,35,,178,1,M,BHC,NSW,,,
10,11,8/9/18,52,35,,178,2,T,BHC,NSW,,,
6,11,8/9/18,52,30,,179,0,V,BHC,NSW,,,
6,11,8/9/18,52,30,,179,1,V,BHC,NSW,,,
6,11,8/9/18,52,30,,179,2,V,BHC,NSW,,,
7,11,8/9/18,52,30,,179,0,M,BHC,NSW,,,
7,11,8/9/18,52,30,,179,1,M,BHC,NSW,,,
7,11,8/9/18,52,30,,179,2,M,BHC,NSW,,,
8,11,8/9/18,52,34,,179,0,M,BHC,NSW,,,
8,11,8/9/18,52,34,,179,1,M,BHC,NSW,,,
8,11,8/9/18,52,34,,179,2,M,BHC,NSW,,,
9,11,8/9/18,52,34.5,,179,0,M,BHC,NSW,,,
9,11,8/9/18,52,34.5,,179,1,M,BHC,NSW,,,
9,11,8/9/18,52,34.5,,179,2,M,BHC,NSW,,,
10,11,8/9/18,52,35,,179,0,V,BHC,NSW,,,
10,11,8/9/18,52,35,,179,1,S,BHC,NSW,,,
10,11,8/9/18,52,35,,179,2,S,BHC,NSW,,,
6,11,8/9/18,52,30,,180,0,M,BHC,NSW,,,
6,11,8/9/18,52,30,,180,1,M,BHC,NSW,,,
6,11,8/9/18,52,30,,180,2,M,BHC,NSW,,,
7,11,8/9/18,52,30,,180,0,M,BHC,NSW,,,
7,11,8/9/18,52,30,,180,1,V,BHC,NSW,,,
7,11,8/9/18,52,30,,180,2,M,BHC,NSW,,,
8,11,8/9/18,52,34,,180,0,M,BHC,NSW,,,
8,11,8/9/18,52,34,,180,1,M,BHC,NSW,,,
8,11,8/9/18,52,34,,180,2,M,BHC,NSW,,,
9,11,8/9/18,52,34.5,,180,0,M,BHC,NSW,,,
9,11,8/9/18,52,34.5,,180,1,M,BHC,NSW,,,
9,11,8/9/18,52,34.5,,180,2,S,BHC,NSW,,,
10,11,8/9/18,52,35,,180,0,M,BHC,NSW,,,
10,11,8/9/18,52,35,,180,1,S,BHC,NSW,,,
10,11,8/9/18,52,35,,180,2,S,BHC,NSW,,,
1,11,8/9/18,53,30,,181,0,S,VN,CAH,,,
1,11,8/9/18,53,30,,181,1,S,BHC,NSW,,,
1,11,8/9/18,53,30,,181,2,S,BHC,NSW,,,
2,11,8/9/18,53,30,,181,0,M,VN,CAH,,,
2,11,8/9/18,53,30,,181,1,S,BHC,NSW,,,
2,11,8/9/18,53,30,,181,2,T,BHC,NSW,,,
3,11,8/9/18,53,34,,181,0,S,VN,CAH,,,
3,11,8/9/18,53,34,,181,1,T,BHC,NSW,,,
3,11,8/9/18,53,34,,181,2,T,BHC,NSW,,,
4,11,8/9/18,53,34.5,,181,0,M,VN,CAH,,,
4,11,8/9/18,53,34.5,,181,1,T,BHC,NSW,,,
4,11,8/9/18,53,34.5,,181,2,T,BHC,NSW,,,
5,11,8/9/18,53,35,,181,0,V,VN,CAH,,,
5,11,8/9/18,53,35,,181,1,T,BHC,NSW,,,
5,11,8/9/18,53,35,,181,2,T,BHC,NSW,,,
1,11,8/9/18,53,30,,182,0,V,VN,CAH,,,
1,11,8/9/18,53,30,,182,1,M,BHC,NSW,,,
1,11,8/9/18,53,30,,182,2,T,BHC,NSW,,,
2,11,8/9/18,53,30,,182,0,N,VN,CAH,,,
2,11,8/9/18,53,30,,182,1,V,BHC,NSW,,,
2,11,8/9/18,53,30,,182,2,V,BHC,NSW,,,
3,11,8/9/18,53,34,,182,0,V,VN,CAH,,,
3,11,8/9/18,53,34,,182,1,M,BHC,NSW,,,
3,11,8/9/18,53,34,,182,2,M,BHC,NSW,,,
4,11,8/9/18,53,34.5,,182,0,M,VN,CAH,,,
4,11,8/9/18,53,34.5,,182,1,S,BHC,NSW,,,
4,11,8/9/18,53,34.5,,182,2,T,BHC,NSW,,,
5,11,8/9/18,53,35,,182,0,N,VN,CAH,,,
5,11,8/9/18,53,35,,182,1,S,BHC,NSW,,,
5,11,8/9/18,53,35,,182,2,T,BHC,NSW,,,
1,11,8/9/18,53,30,,183,0,N,VN,CAH,,,
1,11,8/9/18,53,30,,183,1,V,BHC,NSW,,,
1,11,8/9/18,53,30,,183,2,V,BHC,NSW,,,
2,11,8/9/18,53,30,,183,0,N,VN,CAH,,,
2,11,8/9/18,53,30,,183,1,V,BHC,NSW,,,
2,11,8/9/18,53,30,,183,2,V,BHC,NSW,,,
3,11,8/9/18,53,34,,183,0,V,VN,CAH,,,
3,11,8/9/18,53,34,,183,1,S,BHC,NSW,,,
3,11,8/9/18,53,34,,183,2,T,BHC,NSW,,,
4,11,8/9/18,53,34.5,,183,0,M,VN,CAH,,,
4,11,8/9/18,53,34.5,,183,1,T,BHC,NSW,,,
4,11,8/9/18,53,34.5,,183,2,T,BHC,NSW,,,
5,11,8/9/18,53,35,,183,0,N,VN,CAH,,,
5,11,8/9/18,53,35,,183,1,T,BHC,NSW,,,
5,11,8/9/18,53,35,,183,2,T,BHC,NSW,,,
1,11,8/9/18,53,30,,184,0,N,VN,CAH,,,
1,11,8/9/18,53,30,,184,1,S,BHC,NSW,,,
1,11,8/9/18,53,30,,184,2,S,BHC,NSW,,,
2,11,8/9/18,53,30,,184,0,S,VN,CAH,,,
2,11,8/9/18,53,30,,184,1,S,BHC,NSW,,,
2,11,8/9/18,53,30,,184,2,S,BHC,NSW,,,
3,11,8/9/18,53,34,,184,0,M,VN,CAH,,,
3,11,8/9/18,53,34,,184,1,S,BHC,NSW,,,
3,11,8/9/18,53,34,,184,2,S,BHC,NSW,,,
4,11,8/9/18,53,34.5,,184,0,S,VN,CAH,,,
4,11,8/9/18,53,34.5,,184,1,S,BHC,NSW,,,
4,11,8/9/18,53,34.5,,184,2,S,BHC,NSW,,,
5,11,8/9/18,53,35,,184,0,V,VN,CAH,,,
5,11,8/9/18,53,35,,184,1,T,BHC,NSW,,,
5,11,8/9/18,53,35,,184,2,T,BHC,NSW,,,
1,11,8/9/18,53,30,,185,0,S,VN,CAH,,,
1,11,8/9/18,53,30,,185,1,S,BHC,NSW,,,
1,11,8/9/18,53,30,,185,2,S,BHC,NSW,,,
2,11,8/9/18,53,30,,185,0,S,VN,CAH,,,
2,11,8/9/18,53,30,,185,1,T,BHC,NSW,,,
2,11,8/9/18,53,30,,185,2,T,BHC,NSW,,,
3,11,8/9/18,53,34,,185,0,S,VN,CAH,,,
3,11,8/9/18,53,34,,185,1,S,BHC,NSW,,,
3,11,8/9/18,53,34,,185,2,S,BHC,NSW,,,
4,11,8/9/18,53,34.5,,185,0,S,VN,CAH,,,
4,11,8/9/18,53,34.5,,185,1,S,BHC,NSW,,,
4,11,8/9/18,53,34.5,,185,2,S,BHC,NSW,,,
5,11,8/9/18,53,35,,185,0,M,VN,CAH,,,
5,11,8/9/18,53,35,,185,1,S,BHC,NSW,,,
5,11,8/9/18,53,35,,185,2,T,BHC,NSW,,,
6,11,8/9/18,53,30,,186,0,S,BHC,NSW,,,
6,11,8/9/18,53,30,,186,1,S,BHC,NSW,,,
6,11,8/9/18,53,30,,186,2,S,BHC,NSW,,,
7,11,8/9/18,53,30,,186,0,S,BHC,NSW,,,
7,11,8/9/18,53,30,,186,1,S,BHC,NSW,,,
7,11,8/9/18,53,30,,186,2,S,BHC,NSW,,,
8,11,8/9/18,53,34,,186,0,S,BHC,NSW,,,
8,11,8/9/18,53,34,,186,1,T,BHC,NSW,,,
8,11,8/9/18,53,34,,186,2,T,BHC,NSW,,,
9,11,8/9/18,53,34.5,,186,0,M,BHC,NSW,,,
9,11,8/9/18,53,34.5,,186,1,S,BHC,NSW,,,
9,11,8/9/18,53,34.5,,186,2,S,BHC,NSW,,,
10,11,8/9/18,53,35,,186,0,M,BHC,NSW,,,
10,11,8/9/18,53,35,,186,1,S,BHC,NSW,,,
10,11,8/9/18,53,35,,186,2,T,BHC,NSW,,,
6,11,8/9/18,53,30,,187,0,S,BHC,NSW,,,
6,11,8/9/18,53,30,,187,1,M,BHC,NSW,,,
6,11,8/9/18,53,30,,187,2,M,BHC,NSW,,,
7,11,8/9/18,53,30,,187,0,S,BHC,NSW,,,
7,11,8/9/18,53,30,,187,1,S,BHC,NSW,,,
7,11,8/9/18,53,30,,187,2,S,BHC,NSW,,,
8,11,8/9/18,53,34,,187,0,S,BHC,NSW,,,
8,11,8/9/18,53,34,,187,1,S,BHC,NSW,,,
