Tank_Number,Cycle_Number,Collected,Reef,Temperature,Ramp_Started_Day_1,Colony_Number,Day,Score,Scorer_1,Scorer_2,Scorer_3,Notes,Notes2
1,7,7/27/18,31,30,,241,1,V,KCH,CYP,CMH,,
1,7,7/27/18,31,30,,241,2,V,KCH,BAS,,,
2,7,7/27/18,31,30,,241,0,V,BAS,CAH,,,
2,7,7/27/18,31,30,,241,1,M,KCH,CYP,CMH,,
2,7,7/27/18,31,30,,241,2,M,KCH,BAS,,,
3,7,7/27/18,31,34,,241,0,V,BAS,CAH,,,
3,7,7/27/18,31,34,,241,1,T,KCH,CYP,CMH,,
3,7,7/27/18,31,34,,241,2,T,KCH,BAS,,,
4,7,7/27/18,31,34.5,,241,0,V,BAS,CAH,,,
4,7,7/27/18,31,34.5,,241,1,T,KCH,CYP,CMH,,
4,7,7/27/18,31,34.5,,241,2,T,KCH,BAS,,,
5,7,7/27/18,31,35,,241,0,M,BAS,CAH,,,
5,7,7/27/18,31,35,,241,1,T,KCH,CYP,CMH,,
5,7,7/27/18,31,35,,241,2,T,KCH,BAS,,,
1,7,7/27/18,31,30,,242,0,V,BAS,CAH,,,
1,7,7/27/18,31,30,,242,1,M,KCH,CYP,CMH,,
1,7,7/27/18,31,30,,242,2,M,KCH,BAS,,,
2,7,7/27/18,31,30,,242,0,N,BAS,CAH,,,
2,7,7/27/18,31,30,,242,1,V,KCH,CYP,CMH,,
2,7,7/27/18,31,30,,242,2,V,KCH,BAS,,,
3,7,7/27/18,31,34,,242,0,V,BAS,CAH,,,
3,7,7/27/18,31,34,,242,1,S,KCH,CYP,CMH,,
3,7,7/27/18,31,34,,242,2,S,KCH,BAS,,,
4,7,7/27/18,31,34.5,,242,0,M,BAS,CAH,,,
4,7,7/27/18,31,34.5,,242,1,S/T,KCH,CYP,CMH,HALF/HALF,
4,7,7/27/18,31,34.5,,242,2,S,KCH,BAS,,,
5,7,7/27/18,31,35,,242,0,V,BAS,CAH,,,
5,7,7/27/18,31,35,,242,1,T,KCH,CYP,CMH,,
5,7,7/27/18,31,35,,242,2,T,KCH,BAS,,,
1,7,7/27/18,31,30,,243,0,V,BAS,CAH,,,
1,7,7/27/18,31,30,,243,1,M,KCH,CYP,CMH,,
1,7,7/27/18,31,30,,243,2,M,KCH,BAS,,,
2,7,7/27/18,31,30,,243,0,V,BAS,CAH,,,
2,7,7/27/18,31,30,,243,1,M,KCH,CYP,CMH,,
2,7,7/27/18,31,30,,243,2,V,KCH,BAS,,,
3,7,7/27/18,31,34,,243,0,N,BAS,CAH,,,
3,7,7/27/18,31,34,,243,1,M,KCH,CYP,CMH,,
3,7,7/27/18,31,34,,243,2,S,KCH,BAS,,,
4,7,7/27/18,31,34.5,,243,0,M,BAS,CAH,,,
4,7,7/27/18,31,34.5,,243,1,S,KCH,CYP,CMH,,
4,7,7/27/18,31,34.5,,243,2,S,KCH,BAS,,,
5,7,7/27/18,31,35,,243,0,V,BAS,CAH,,,
5,7,7/27/18,31,35,,243,1,T,KCH,CYP,CMH,,
5,7,7/27/18,31,35,,243,2,T,KCH,BAS,,,
1,7,7/27/18,31,30,,244,0,M,BAS,CAH,,,
1,7,7/27/18,31,30,,244,1,S,KCH,CYP,CMH,,
1,7,7/27/18,31,30,,244,2,S,KCH,BAS,,,
2,7,7/27/18,31,30,,244,0,N,BAS,CAH,,,
2,7,7/27/18,31,30,,244,1,V,KCH,CYP,CMH,,
2,7,7/27/18,31,30,,244,2,V,KCH,BAS,,,
3,7,7/27/18,31,34,,244,0,V,BAS,CAH,,,
3,7,7/27/18,31,34,,244,1,M,KCH,CYP,CMH,,
3,7,7/27/18,31,34,,244,2,S,KCH,BAS,,,
4,7,7/27/18,31,34.5,,244,0,V,BAS,CAH,,,
4,7,7/27/18,31,34.5,,244,1,M,KCH,CYP,CMH,,
4,7,7/27/18,31,34.5,,244,2,M,KCH,BAS,,,
5,7,7/27/18,31,35,,244,0,N,BAS,CAH,,,
5,7,7/27/18,31,35,,244,1,S,KCH,CYP,CMH,,
5,7,7/27/18,31,35,,244,2,S,KCH,BAS,,,
1,7,7/27/18,31,30,,245,0,V,BAS,CAH,,,
1,7,7/27/18,31,30,,245,1,V,KCH,CYP,CMH,,
1,7,7/27/18,31,30,,245,2,V,KCH,BAS,,,
2,7,7/27/18,31,30,,245,0,N,BAS,CAH,,,
2,7,7/27/18,31,30,,245,1,N,KCH,CYP,CMH,,
2,7,7/27/18,31,30,,245,2,V,KCH,BAS,,,
3,7,7/27/18,31,34,,245,0,N,BAS,CAH,,,
3,7,7/27/18,31,34,,245,1,T,KCH,CYP,CMH,,
3,7,7/27/18,31,34,,245,2,T,KCH,BAS,,,
4,7,7/27/18,31,34.5,,245,0,M,BAS,CAH,,,
4,7,7/27/18,31,34.5,,245,1,T,KCH,CYP,CMH,,
4,7,7/27/18,31,34.5,,245,2,T,KCH,BAS,,,
5,7,7/27/18,31,35,,245,0,V,BAS,CAH,,,
5,7,7/27/18,31,35,,245,1,T,KCH,CYP,CMH,,
5,7,7/27/18,31,35,,245,2,T,KCH,BAS,,,
6,7,7/27/18,31,30,,246,0,V,KCH,NSW,,,
6,7,7/27/18,31,30,,246,1,V,NSW,BHC,,,
6,7,7/27/18,31,30,,246,2,M,KCH,BAS,,,
7,7,7/27/18,31,30,,246,0,V,KCH,NSW,,,
7,7,7/27/18,31,30,,246,1,V,NSW,BHC,,,
7,7,7/27/18,31,30,,246,2,V,KCH,BAS,,,
8,7,7/27/18,31,34,,246,0,M,KCH,NSW,,,
8,7,7/27/18,31,34,,246,1,M,NSW,BHC,,,
8,7,7/27/18,31,34,,246,2,T,KCH,BAS,,,
9,7,7/27/18,31,34.5,,246,0,N,KCH,NSW,,,
9,7,7/27/18,31,34.5,,246,1,N,NSW,BHC,,,
9,7,7/27/18,31,34.5,,246,2,T,KCH,BAS,,,
10,7,7/27/18,31,35,,246,0,N,KCH,NSW,,,
10,7,7/27/18,31,35,,246,1,S,NSW,BHC,,,
10,7,7/27/18,31,35,,246,2,T,KCH,BAS,,,
6,7,7/27/18,31,30,,247,0,M,KCH,NSW,,,
6,7,7/27/18,31,30,,247,1,M,NSW,BHC,,,
6,7,7/27/18,31,30,,247,2,S,KCH,BAS,,,
7,7,7/27/18,31,30,,247,0,M,KCH,NSW,,,
7,7,7/27/18,31,30,,247,1,M,NSW,BHC,,,
7,7,7/27/18,31,30,,247,2,M,KCH,BAS,,,
8,7,7/27/18,31,34,,247,0,M,KCH,NSW,,,
8,7,7/27/18,31,34,,247,1,S,NSW,BHC,,,
8,7,7/27/18,31,34,,247,2,T,KCH,BAS,,,
9,7,7/27/18,31,34.5,,247,0,M,KCH,NSW,,,
9,7,7/27/18,31,34.5,,247,1,S,NSW,BHC,,,
9,7,7/27/18,31,34.5,,247,2,T,KCH,BAS,,,
10,7,7/27/18,31,35,,247,0,V,KCH,NSW,,,
10,7,7/27/18,31,35,,247,1,T,NSW,BHC,,,
10,7,7/27/18,31,35,,247,2,T,KCH,BAS,,,
6,7,7/27/18,31,30,,248,0,V,KCH,NSW,,,
6,7,7/27/18,31,30,,248,1,M,NSW,BHC,,,
6,7,7/27/18,31,30,,248,2,M,KCH,BAS,,,
7,7,7/27/18,31,30,,248,0,M,KCH,NSW,,,
7,7,7/27/18,31,30,,248,1,S,NSW,BHC,,,
7,7,7/27/18,31,30,,248,2,S,KCH,BAS,,,
8,7,7/27/18,31,34,,248,0,M,KCH,NSW,,,
8,7,7/27/18,31,34,,248,1,S,NSW,BHC,,,
8,7,7/27/18,31,34,,248,2,T,KCH,BAS,,,
9,7,7/27/18,31,34.5,,248,0,M,KCH,NSW,,,
9,7,7/27/18,31,34.5,,248,1,S,NSW,BHC,,,
9,7,7/27/18,31,34.5,,248,2,T,KCH,BAS,,,
10,7,7/27/18,31,35,,248,0,M,KCH,NSW,,,
10,7,7/27/18,31,35,,248,1,S,NSW,BHC,,,
10,7,7/27/18,31,35,,248,2,T,KCH,BAS,,,
6,7,7/27/18,31,30,,249,0,V,KCH,NSW,,,
6,7,7/27/18,31,30,,249,1,M,NSW,BHC,,,
6,7,7/27/18,31,30,,249,2,M,KCH,BAS,,,
7,7,7/27/18,31,30,,249,0,V,KCH,NSW,,,
7,7,7/27/18,31,30,,249,1,M,NSW,BHC,,,
7,7,7/27/18,31,30,,249,2,M,KCH,BAS,,,
8,7,7/27/18,31,34,,249,0,V,KCH,NSW,,,
8,7,7/27/18,31,34,,249,1,S,NSW,BHC,,,
8,7,7/27/18,31,34,,249,2,T,KCH,BAS,,,
9,7,7/27/18,31,34.5,,249,0,V,KCH,NSW,,,
9,7,7/27/18,31,34.5,,249,1,S,NSW,BHC,,,
9,7,7/27/18,31,34.5,,249,2,T,KCH,BAS,,,
10,7,7/27/18,31,35,,249,0,V,KCH,NSW,,,
10,7,7/27/18,31,35,,249,1,T,NSW,BHC,,,
10,7,7/27/18,31,35,,249,2,T,KCH,BAS,,,
6,7,7/27/18,31,30,,250,0,V,KCH,NSW,,,
6,7,7/27/18,31,30,,250,1,V,NSW,BHC,,,
6,7,7/27/18,31,30,,250,2,M,KCH,BAS,,,
7,7,7/27/18,31,30,,250,0,V,KCH,NSW,,,
7,7,7/27/18,31,30,,250,1,V,NSW,BHC,,,
7,7,7/27/18,31,30,,250,2,V,KCH,BAS,,,
8,7,7/27/18,31,34,,250,0,V,KCH,NSW,,,
8,7,7/27/18,31,34,,250,1,M,NSW,BHC,,,
8,7,7/27/18,31,34,,250,2,M,KCH,BAS,,,
9,7,7/27/18,31,34.5,,250,0,M,KCH,NSW,,,
9,7,7/27/18,31,34.5,,250,1,M,NSW,BHC,,,
9,7,7/27/18,31,34.5,,250,2,S,KCH,BAS,,,
10,7,7/27/18,31,35,,250,0,V,KCH,NSW,,,
10,7,7/27/18,31,35,,250,1,S,NSW,BHC,,,
10,7,7/27/18,31,35,,250,2,T,KCH,BAS,,,
1,7,7/27/18,36,30,,321,0,V,BAS,CAH,,,
1,7,7/27/18,36,30,,321,1,M,KCH,CYP,CMH,,
1,7,7/27/18,36,30,,321,2,M,KCH,BAS,,,
2,7,7/27/18,36,30,,321,0,M,BAS,CAH,,,
2,7,7/27/18,36,30,,321,1,M,KCH,CYP,CMH,,
2,7,7/27/18,36,30,,321,2,M,KCH,BAS,,,
3,7,7/27/18,36,34,,321,0,M,BAS,CAH,,,
3,7,7/27/18,36,34,,321,1,S,KCH,CYP,CMH,,
3,7,7/27/18,36,34,,321,2,S,KCH,BAS,,,
4,7,7/27/18,36,34.5,,321,0,V,BAS,CAH,,,
4,7,7/27/18,36,34.5,,321,1,T,KCH,CYP,CMH,,
4,7,7/27/18,36,34.5,,321,2,T,KCH,BAS,,,
5,7,7/27/18,36,35,,321,0,V,BAS,CAH,,,
5,7,7/27/18,36,35,,321,1,T,KCH,CYP,CMH,,
5,7,7/27/18,36,35,,321,2,T,KCH,BAS,,,
1,7,7/27/18,36,30,,322,0,N,BAS,CAH,,,
1,7,7/27/18,36,30,,322,1,N,KCH,CYP,CMH,,
1,7,7/27/18,36,30,,322,2,N,KCH,BAS,,,
2,7,7/27/18,36,30,,322,0,N,BAS,CAH,,,
2,7,7/27/18,36,30,,322,1,N,KCH,CYP,CMH,,
2,7,7/27/18,36,30,,322,2,N,KCH,BAS,,,
3,7,7/27/18,36,34,,322,0,N,BAS,CAH,,,
3,7,7/27/18,36,34,,322,1,V,KCH,CYP,CMH,,
3,7,7/27/18,36,34,,322,2,M,KCH,BAS,,,
4,7,7/27/18,36,34.5,,322,0,N,BAS,CAH,,,
4,7,7/27/18,36,34.5,,322,1,M,KCH,CYP,CMH,,
4,7,7/27/18,36,34.5,,322,2,T,KCH,BAS,,,
5,7,7/27/18,36,35,,322,0,V,BAS,CAH,,,
5,7,7/27/18,36,35,,322,1,S,KCH,CYP,CMH,,
5,7,7/27/18,36,35,,322,2,T,KCH,BAS,,,
1,7,7/27/18,36,30,,323,0,M,BAS,CAH,,,
1,7,7/27/18,36,30,,323,1,S,KCH,CYP,CMH,,
1,7,7/27/18,36,30,,323,2,S,KCH,BAS,,,
2,7,7/27/18,36,30,,323,0,M,BAS,CAH,,,
2,7,7/27/18,36,30,,323,1,S,KCH,CYP,CMH,,
2,7,7/27/18,36,30,,323,2,T,KCH,BAS,,,
3,7,7/27/18,36,34,,323,0,S,BAS,CAH,,,
3,7,7/27/18,36,34,,323,1,S,KCH,CYP,CMH,,
3,7,7/27/18,36,34,,323,2,S,KCH,BAS,,,
4,7,7/27/18,36,34.5,,323,0,M,BAS,CAH,,,
4,7,7/27/18,36,34.5,,323,1,T,KCH,CYP,CMH,,
4,7,7/27/18,36,34.5,,323,2,T,KCH,BAS,,,
5,7,7/27/18,36,35,,323,0,M,BAS,CAH,,,
5,7,7/27/18,36,35,,323,1,S,KCH,CYP,CMH,,
5,7,7/27/18,36,35,,323,2,T,KCH,BAS,,,
1,7,7/27/18,36,30,,324,0,V,BAS,CAH,,,
1,7,7/27/18,36,30,,324,1,V,KCH,CYP,CMH,,
1,7,7/27/18,36,30,,324,2,V,KCH,BAS,,,
2,7,7/27/18,36,30,,324,0,N,BAS,CAH,,,
2,7,7/27/18,36,30,,324,1,V,KCH,CYP,CMH,,
2,7,7/27/18,36,30,,324,2,V,KCH,BAS,,,
3,7,7/27/18,36,34,,324,0,N,BAS,CAH,,,
3,7,7/27/18,36,34,,324,1,M,KCH,CYP,CMH,,
3,7,7/27/18,36,34,,324,2,M,KCH,BAS,,,
4,7,7/27/18,36,34.5,,324,0,N,BAS,CAH,,,
4,7,7/27/18,36,34.5,,324,1,S,KCH,CYP,CMH,,
4,7,7/27/18,36,34.5,,324,2,S,KCH,BAS,,,
5,7,7/27/18,36,35,,324,0,N,BAS,CAH,,,
5,7,7/27/18,36,35,,324,1,S,KCH,CYP,CMH,,
5,7,7/27/18,36,35,,324,2,S,KCH,BAS,,,
1,7,7/27/18,36,30,,325,0,N,BAS,CAH,,,
1,7,7/27/18,36,30,,325,1,V,KCH,CYP,CMH,,
1,7,7/27/18,36,30,,325,2,V,KCH,BAS,,,
2,7,7/27/18,36,30,,325,0,N,BAS,CAH,,,
2,7,7/27/18,36,30,,325,1,N,KCH,CYP,CMH,,
2,7,7/27/18,36,30,,325,2,N,KCH,BAS,,,
3,7,7/27/18,36,34,,325,0,V,BAS,CAH,,,
3,7,7/27/18,36,34,,325,1,M,KCH,CYP,CMH,,
3,7,7/27/18,36,34,,325,2,M,KCH,BAS,,,
4,7,7/27/18,36,34.5,,325,0,N,BAS,CAH,,,
4,7,7/27/18,36,34.5,,325,1,M,KCH,CYP,CMH,,
4,7,7/27/18,36,34.5,,325,2,M,KCH,BAS,,,
5,7,7/27/18,36,35,,325,0,V,BAS,CAH,,,
5,7,7/27/18,36,35,,325,1,S,KCH,CYP,CMH,,
5,7,7/27/18,36,35,,325,2,S,KCH,BAS,,,
6,7,7/27/18,36,30,,326,0,V,KCH,NSW,,,
6,7,7/27/18,36,30,,326,1,M,NSW,BHC,,,
6,7,7/27/18,36,30,,326,2,V,KCH,BAS,,,
7,7,7/27/18,36,30,,326,0,V,KCH,NSW,,,
7,7,7/27/18,36,30,,326,1,V,NSW,BHC,,,
7,7,7/27/18,36,30,,326,2,M,KCH,BAS,,,
8,7,7/27/18,36,34,,326,0,V,KCH,NSW,,,
8,7,7/27/18,36,34,,326,1,M,NSW,BHC,,,
8,7,7/27/18,36,34,,326,2,T,KCH,BAS,,,
9,7,7/27/18,36,34.5,,326,0,V,KCH,NSW,,,
9,7,7/27/18,36,34.5,,326,1,M,NSW,BHC,,,
9,7,7/27/18,36,34.5,,326,2,S,KCH,BAS,,,
10,7,7/27/18,36,35,,326,0,V,KCH,NSW,,,
10,7,7/27/18,36,35,,326,1,T,NSW,BHC,,,
10,7,7/27/18,36,35,,326,2,T,KCH,BAS,,,
6,7,7/27/18,36,30,,327,0,N,KCH,NSW,,,
6,7,7/27/18,36,30,,327,1,N,NSW,BHC,,,
6,7,7/27/18,36,30,,327,2,N,KCH,BAS,,,
7,7,7/27/18,36,30,,327,0,V,KCH,NSW,,,
7,7,7/27/18,36,30,,327,1,N,NSW,BHC,,,
7,7,7/27/18,36,30,,327,2,N,KCH,BAS,,,
8,7,7/27/18,36,34,,327,0,V/M,KCH,NSW,,TOP/BOTTOM,
8,7,7/27/18,36,34,,327,1,S,NSW,BHC,,,
8,7,7/27/18,36,34,,327,2,S,KCH,BAS,,,
9,7,7/27/18,36,34.5,,327,0,V,KCH,NSW,,,
9,7,7/27/18,36,34.5,,327,1,S,NSW,BHC,,,
9,7,7/27/18,36,34.5,,327,2,S,KCH,BAS,,,
10,7,7/27/18,36,35,,327,0,N,KCH,NSW,,,
10,7,7/27/18,36,35,,327,1,T,NSW,BHC,,,
10,7,7/27/18,36,35,,327,2,T,KCH,BAS,,,
6,7,7/27/18,36,30,,328,0,M,KCH,NSW,,,
6,7,7/27/18,36,30,,328,1,S,NSW,BHC,,,
6,7,7/27/18,36,30,,328,2,S,KCH,BAS,,,
7,7,7/27/18,36,30,,328,0,M,KCH,NSW,,,
7,7,7/27/18,36,30,,328,1,M,NSW,BHC,,,
7,7,7/27/18,36,30,,328,2,V,KCH,BAS,,,
8,7,7/27/18,36,34,,328,0,M,KCH,NSW,,,
8,7,7/27/18,36,34,,328,1,M,NSW,BHC,,,
8,7,7/27/18,36,34,,328,2,T,KCH,BAS,,,
9,7,7/27/18,36,34.5,,328,0,M,KCH,NSW,,,
9,7,7/27/18,36,34.5,,328,1,S,NSW,BHC,,,
9,7,7/27/18,36,34.5,,328,2,S,KCH,BAS,,,
10,7,7/27/18,36,35,,328,0,V,KCH,NSW,,,
10,7,7/27/18,36,35,,328,1,S,NSW,BHC,,,
10,7,7/27/18,36,35,,328,2,T,KCH,BAS,,,
6,7,7/27/18,36,30,,329,0,V,KCH,NSW,,,
6,7,7/27/18,36,30,,329,1,M,NSW,BHC,,,
6,7,7/27/18,36,30,,329,2,M,KCH,BAS,,,
7,7,7/27/18,36,30,,329,0,V,KCH,NSW,,,
7,7,7/27/18,36,30,,329,1,V,NSW,BHC,,,
7,7,7/27/18,36,30,,329,2,M,KCH,BAS,,,
8,7,7/27/18,36,34,,329,0,V,KCH,NSW,,,
8,7,7/27/18,36,34,,329,1,M,NSW,BHC,,,
8,7,7/27/18,36,34,,329,2,T,KCH,BAS,,,
9,7,7/27/18,36,34.5,,329,0,V,KCH,NSW,,,
9,7,7/27/18,36,34.5,,329,1,S,NSW,BHC,,,
9,7,7/27/18,36,34.5,,329,2,S,KCH,BAS,,,
10,7,7/27/18,36,35,,329,0,V,KCH,NSW,,,
10,7,7/27/18,36,35,,329,1,S,NSW,BHC,,,
10,7,7/27/18,36,35,,329,2,T,KCH,BAS,,,
6,7,7/27/18,36,30,,330,0,M,KCH,NSW,,,
6,7,7/27/18,36,30,,330,1,M,NSW,BHC,,,
6,7,7/27/18,36,30,,330,2,T,KCH,BAS,,,
7,7,7/27/18,36,30,,330,0,M,KCH,NSW,,,
7,7,7/27/18,36,30,,330,1,M,NSW,BHC,,,
7,7,7/27/18,36,30,,330,2,M,KCH,BAS,,,
8,7,7/27/18,36,34,,330,0,V,KCH,NSW,,,
8,7,7/27/18,36,34,,330,1,M,NSW,BHC,,,
8,7,7/27/18,36,34,,330,2,T,KCH,BAS,,,
9,7,7/27/18,36,34.5,,330,0,M,KCH,NSW,,,
9,7,7/27/18,36,34.5,,330,1,S,NSW,BHC,,,
9,7,7/27/18,36,34.5,,330,2,T,KCH,BAS,,,
10,7,7/27/18,36,35,,330,0,V,KCH,NSW,,,
10,7,7/27/18,36,35,,330,1,T,NSW,BHC,,,
10,7,7/27/18,36,35,,330,2,T,KCH,BAS,,,
1,7,7/27/18,32,30,,331,0,N,BAS,CAH,,,
1,7,7/27/18,32,30,,331,1,M,KCH,CYP,CMH,,
1,7,7/27/18,32,30,,331,2,M,KCH,BAS,,,
2,7,7/27/18,32,30,,331,0,M,BAS,CAH,,,
2,7,7/27/18,32,30,,331,1,M,KCH,CYP,CMH,,
2,7,7/27/18,32,30,,331,2,M,KCH,BAS,,,
3,7,7/27/18,32,34,,331,0,V,BAS,CAH,,,
3,7,7/27/18,32,34,,331,1,S,KCH,CYP,CMH,,
3,7,7/27/18,32,34,,331,2,S,KCH,BAS,,,
4,7,7/27/18,32,34.5,,331,0,V,BAS,CAH,,,
4,7,7/27/18,32,34.5,,331,1,S,KCH,CYP,CMH,,
4,7,7/27/18,32,34.5,,331,2,T,KCH,BAS,,,
5,7,7/27/18,32,35,,331,0,M,BAS,CAH,,,
5,7,7/27/18,32,35,,331,1,S,KCH,CYP,CMH,,
5,7,7/27/18,32,35,,331,2,T,KCH,BAS,,,
1,7,7/27/18,32,30,,332,0,V,BAS,CAH,,,
1,7,7/27/18,32,30,,332,1,V,KCH,CYP,CMH,,
1,7,7/27/18,32,30,,332,2,V,KCH,BAS,,,
2,7,7/27/18,32,30,,332,0,V,BAS,CAH,,,
2,7,7/27/18,32,30,,332,1,V,KCH,CYP,CMH,,
2,7,7/27/18,32,30,,332,2,V,KCH,BAS,,,
3,7,7/27/18,32,34,,332,0,V,BAS,CAH,,,
3,7,7/27/18,32,34,,332,1,M,KCH,CYP,CMH,,
3,7,7/27/18,32,34,,332,2,S,KCH,BAS,,,
4,7,7/27/18,32,34.5,,332,0,V,BAS,CAH,,,
4,7,7/27/18,32,34.5,,332,1,S,KCH,CYP,CMH,,
4,7,7/27/18,32,34.5,,332,2,S,KCH,BAS,,,
5,7,7/27/18,32,35,,332,0,V,BAS,CAH,,,
5,7,7/27/18,32,35,,332,1,S,KCH,CYP,CMH,,
5,7,7/27/18,32,35,,332,2,T,KCH,BAS,,,
1,7,7/27/18,32,30,,333,0,V,BAS,CAH,,,
1,7,7/27/18,32,30,,333,1,V,KCH,CYP,CMH,,
1,7,7/27/18,32,30,,333,2,V,KCH,BAS,,,
2,7,7/27/18,32,30,,333,0,V,BAS,CAH,,,
2,7,7/27/18,32,30,,333,1,V,KCH,CYP,CMH,,
2,7,7/27/18,32,30,,333,2,V,KCH,BAS,,,
3,7,7/27/18,32,34,,333,0,V,BAS,CAH,,,
3,7,7/27/18,32,34,,333,1,M,KCH,CYP,CMH,,
3,7,7/27/18,32,34,,333,2,S,KCH,BAS,,,
4,7,7/27/18,32,34.5,,333,0,M,BAS,CAH,,,
4,7,7/27/18,32,34.5,,333,1,S,KCH,CYP,CMH,,
4,7,7/27/18,32,34.5,,333,2,S,KCH,BAS,,,
5,7,7/27/18,32,35,,333,0,M,BAS,CAH,,,
5,7,7/27/18,32,35,,333,1,T,KCH,CYP,CMH,,
5,7,7/27/18,32,35,,333,2,T,KCH,BAS,,,
1,7,7/27/18,32,30,,334,0,V,BAS,CAH,,,
1,7,7/27/18,32,30,,334,1,V,KCH,CYP,CMH,,
1,7,7/27/18,32,30,,334,2,V,KCH,BAS,,,
2,7,7/27/18,32,30,,334,0,N,BAS,CAH,,,
2,7,7/27/18,32,30,,334,1,V,KCH,CYP,CMH,,
2,7,7/27/18,32,30,,334,2,V,KCH,BAS,,,
3,7,7/27/18,32,34,,334,0,V,BAS,CAH,,,
3,7,7/27/18,32,34,,334,1,M,KCH,CYP,CMH,,
3,7,7/27/18,32,34,,334,2,T,KCH,BAS,,,
4,7,7/27/18,32,34.5,,334,0,N,BAS,CAH,,,
4,7,7/27/18,32,34.5,,334,1,S,KCH,CYP,CMH,,
4,7,7/27/18,32,34.5,,334,2,S,KCH,BAS,,,
5,7,7/27/18,32,35,,334,0,V,BAS,CAH,,,
5,7,7/27/18,32,35,,334,1,T,KCH,CYP,CMH,,
5,7,7/27/18,32,35,,334,2,T,KCH,BAS,,,
1,7,7/27/18,32,30,,335,0,M,BAS,CAH,,,
1,7,7/27/18,32,30,,335,1,M,KCH,CYP,CMH,,
1,7,7/27/18,32,30,,335,2,M,KCH,BAS,,,
2,7,7/27/18,32,30,,335,0,V,BAS,CAH,,,
2,7,7/27/18,32,30,,335,1,V/N,KCH,CYP,CMH,,
2,7,7/27/18,32,30,,335,2,V,KCH,BAS,,,
3,7,7/27/18,32,34,,335,0,V,BAS,CAH,,,
3,7,7/27/18,32,34,,335,1,M,KCH,CYP,CMH,,
3,7,7/27/18,32,34,,335,2,T,KCH,BAS,,,
4,7,7/27/18,32,34.5,,335,0,M,BAS,CAH,,,
4,7,7/27/18,32,34.5,,335,1,S,KCH,CYP,CMH,,
4,7,7/27/18,32,34.5,,335,2,T,KCH,BAS,,,
5,7,7/27/18,32,35,,335,0,V,BAS,CAH,,,
5,7,7/27/18,32,35,,335,1,S,KCH,CYP,CMH,,
5,7,7/27/18,32,35,,335,2,T,KCH,BAS,,,
6,7,7/27/18,32,30,,336,0,N,KCH,NSW,,,
6,7,7/27/18,32,30,,336,1,N,NSW,BHC,,,
6,7,7/27/18,32,30,,336,2,N,KCH,BAS,,,
7,7,7/27/18,32,30,,336,0,N,KCH,NSW,,,
7,7,7/27/18,32,30,,336,1,V,NSW,BHC,,,
7,7,7/27/18,32,30,,336,2,V,KCH,BAS,,,
8,7,7/27/18,32,34,,336,0,V,KCH,NSW,,,
8,7,7/27/18,32,34,,336,1,M,NSW,BHC,,,
8,7,7/27/18,32,34,,336,2,T,KCH,BAS,,,
9,7,7/27/18,32,34.5,,336,0,N,KCH,NSW,,,
9,7,7/27/18,32,34.5,,336,1,V,NSW,BHC,,,
9,7,7/27/18,32,34.5,,336,2,V,KCH,BAS,,,
10,7,7/27/18,32,35,,336,0,N,KCH,NSW,,,
10,7,7/27/18,32,35,,336,1,M,NSW,BHC,,,
10,7,7/27/18,32,35,,336,2,T,KCH,BAS,,,
6,7,7/27/18,32,30,,337,0,V,KCH,NSW,,,
6,7,7/27/18,32,30,,337,1,V,NSW,BHC,,,
6,7,7/27/18,32,30,,337,2,V,KCH,BAS,,,
7,7,7/27/18,32,30,,337,0,M,KCH,NSW,,,
7,7,7/27/18,32,30,,337,1,V,NSW,BHC,,,
7,7,7/27/18,32,30,,337,2,V,KCH,BAS,,,
8,7,7/27/18,32,34,,337,0,M,KCH,NSW,,,
8,7,7/27/18,32,34,,337,1,M,NSW,BHC,,,
8,7,7/27/18,32,34,,337,2,S,KCH,BAS,,,
9,7,7/27/18,32,34.5,,337,0,V,KCH,NSW,,,
9,7,7/27/18,32,34.5,,337,1,M,NSW,BHC,,,
9,7,7/27/18,32,34.5,,337,2,M,KCH,BAS,,,
10,7,7/27/18,32,35,,337,0,V,KCH,NSW,,,
10,7,7/27/18,32,35,,337,1,T,NSW,BHC,,,
10,7,7/27/18,32,35,,337,2,T,KCH,BAS,,,
6,7,7/27/18,32,30,,338,0,N,KCH,NSW,,,
6,7,7/27/18,32,30,,338,1,V,NSW,BHC,,,
6,7,7/27/18,32,30,,338,2,N,KCH,BAS,,,
7,7,7/27/18,32,30,,338,0,V,KCH,NSW,,,
7,7,7/27/18,32,30,,338,1,M,NSW,BHC,,,
7,7,7/27/18,32,30,,338,2,M,KCH,BAS,,,
8,7,7/27/18,32,34,,338,0,V,KCH,NSW,,,
8,7,7/27/18,32,34,,338,1,M,NSW,BHC,,,
8,7,7/27/18,32,34,,338,2,S,KCH,BAS,,,
9,7,7/27/18,32,34.5,,338,0,V,KCH,NSW,,,
9,7,7/27/18,32,34.5,,338,1,M,NSW,BHC,,,
9,7,7/27/18,32,34.5,,338,2,M,KCH,BAS,,,
10,7,7/27/18,32,35,,338,0,V,KCH,NSW,,,
10,7,7/27/18,32,35,,338,1,S,NSW,BHC,,,
10,7,7/27/18,32,35,,338,2,T,KCH,BAS,,,
6,7,7/27/18,32,30,,339,0,V,KCH,NSW,,,
6,7,7/27/18,32,30,,339,1,V,NSW,BHC,,,
